libelle_fr,libelle_ar,year,value,city,base_year
Achat de véhicules,شراء العربات,2018,101.9,beni_mellal,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2018,135.1,casablanca,2006
Services postaux,خدمات بريدية,2020,100.0,guelmim,2017
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2021,105.8,kenitra,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2021,100.0,meknes,2017
Services ambulatoires,الخدمات الإسعافية,2017,118.3,marrakech,2006
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2018,103.2,al_hoceima,2017
Services hospitaliers,الخدمات الإستشفائية,2017,107.5,casablanca,2006
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2016,103.0,marrakech,2006
Enseignement,التعليم,2018,100.0,beni_mellal,2017
Appareils ménagers,الأجهزة المنزلية,2020,108.1,dakhla,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2018,98.5,beni_mellal,2006
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2021,103.2,safi,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2020,101.3,safi,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2019,102.7,safi,2017
Produits alimentaires,المواد الغذائية,2019,102.6,safi,2017
Produits alimentaires,المواد الغذائية,2018,103.3,safi,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2020,103.0,safi,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2019,104.9,safi,2017
Boissons alcoolisées,المشروبات الكحولية,2021,100.0,safi,2017
Boissons alcoolisées,المشروبات الكحولية,2018,100.0,safi,2017
Tabac,التبغ,2021,126.5,safi,2017
Tabac,التبغ,2019,121.1,safi,2017
Tabac,التبغ,2018,108.7,safi,2017
Articles d'habillement et chaussures,الملابس والأحذية,2021,106.6,safi,2017
Articles d'habillement et chaussures,الملابس والأحذية,2019,107.9,safi,2017
Articles d'habillement,الملابس,2021,106.2,safi,2017
Articles d'habillement,الملابس,2020,109.2,safi,2017
Chaussures,الأحذية,2021,109.3,safi,2017
Chaussures,الأحذية,2020,107.3,safi,2017
Chaussures,الأحذية,2018,103.8,safi,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2020,107.2,safi,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2019,105.0,safi,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,101.9,safi,2017
Loyers effectifs,الكراء الفعلي,2019,100.2,safi,2017
Loyers effectifs,الكراء الفعلي,2018,99.9,safi,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2021,160.3,safi,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2020,152.4,safi,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2019,137.4,safi,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2021,100.0,safi,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2019,100.0,safi,2017
"Electricité, gaz et autres combustibles",الكـهرباء والغاز ومحروقات أخرى,2021,99.9,safi,2017
"Electricité, gaz et autres combustibles",الكـهرباء والغاز ومحروقات أخرى,2018,99.9,safi,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2021,103.4,safi,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2020,103.1,safi,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2019,102.4,safi,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2018,99.9,safi,2017
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2020,101.4,safi,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2021,142.4,safi,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2019,121.4,safi,2017
Appareils ménagers,الأجهزة المنزلية,2021,104.6,safi,2017
Appareils ménagers,الأجهزة المنزلية,2020,100.2,safi,2017
Appareils ménagers,الأجهزة المنزلية,2018,98.5,safi,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2021,108.7,safi,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2020,106.6,safi,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2019,105.0,safi,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2018,99.2,safi,2017
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2020,105.1,safi,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2021,98.2,safi,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2020,100.6,safi,2017
Santé,الصحة,2021,103.5,safi,2017
Santé,الصحة,2020,102.1,safi,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2021,97.4,safi,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2020,98.1,safi,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2019,98.8,safi,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2018,99.4,safi,2017
Services ambulatoires,الخدمات الإسعافية,2021,107.2,safi,2017
Services ambulatoires,الخدمات الإسعافية,2020,104.6,safi,2017
Services ambulatoires,الخدمات الإسعافية,2019,101.2,safi,2017
Services hospitaliers,الخدمات الإستشفائية,2021,111.2,safi,2017
Services hospitaliers,الخدمات الإستشفائية,2020,106.6,safi,2017
Services hospitaliers,الخدمات الإستشفائية,2019,101.7,safi,2017
Services hospitaliers,الخدمات الإستشفائية,2018,101.6,safi,2017
Transport,النقل,2021,116.7,safi,2017
Transport,النقل,2020,109.1,safi,2017
Achat de véhicules,شراء العربات,2019,103.8,safi,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2020,94.5,safi,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2019,101.6,safi,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,102.9,safi,2017
Services de transport,خدمات النقل,2021,135.5,safi,2017
Services de transport,خدمات النقل,2020,124.7,safi,2017
Services de transport,خدمات النقل,2019,119.1,safi,2017
Services de transport,خدمات النقل,2018,106.3,safi,2017
Communications,المواصلات,2021,105.0,safi,2017
Communications,المواصلات,2020,105.0,safi,2017
Services postaux,خدمات بريدية,2020,100.0,safi,2017
Services postaux,خدمات بريدية,2019,100.0,safi,2017
Services postaux,خدمات بريدية,2018,100.0,safi,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2020,106.8,safi,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2018,100.6,safi,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2021,104.9,safi,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2018,101.2,safi,2017
Loisirs et culture,الترفيه والثقافة,2021,99.0,safi,2017
Loisirs et culture,الترفيه والثقافة,2020,99.4,safi,2017
Loisirs et culture,الترفيه والثقافة,2019,100.7,safi,2017
Loisirs et culture,الترفيه والثقافة,2018,100.6,safi,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2021,91.2,safi,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2020,92.3,safi,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2018,100.3,safi,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2021,105.6,safi,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2020,109.7,safi,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2019,111.1,safi,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2018,105.6,safi,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2021,125.6,safi,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2020,122.5,safi,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2019,115.6,safi,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2018,102.5,safi,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2019,103.2,safi,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2018,102.5,safi,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2021,103.5,safi,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2020,103.8,safi,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2019,102.2,safi,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,100.9,safi,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2021,106.7,safi,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2019,103.9,safi,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2018,100.0,safi,2017
Enseignement,التعليم,2021,122.6,safi,2017
Enseignement,التعليم,2018,105.7,safi,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2021,124.7,safi,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2020,119.6,safi,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2019,116.5,safi,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2018,106.6,safi,2017
Enseignement secondaire,التعليم الثانوي,2021,129.0,safi,2017
Enseignement secondaire,التعليم الثانوي,2020,127.0,safi,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2021,113.6,safi,2017
Restaurants et hôtels,مطاعم وفنادق,2018,101.1,safi,2017
Services de restauration,خدمات المطاعم,2019,104.5,safi,2017
Services de restauration,خدمات المطاعم,2018,100.9,safi,2017
Services d'hébergement,خدمات الإيواء,2021,104.4,safi,2017
Services d'hébergement,خدمات الإيواء,2020,105.1,safi,2017
Biens et services divers,مواد وخدمات اخرى,2020,108.5,safi,2017
Biens et services divers,مواد وخدمات اخرى,2019,105.2,safi,2017
Biens et services divers,مواد وخدمات اخرى,2018,102.0,safi,2017
Soins corporels,العناية بالجسد,2021,108.8,safi,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2020,116.6,safi,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2019,109.8,safi,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2018,102.3,safi,2017
Assurance,التأمين,2021,103.1,safi,2017
Assurance,التأمين,2020,103.1,safi,2017
Assurance,التأمين,2019,100.0,safi,2017
Assurance,التأمين,2018,100.0,safi,2017
Services financiers,الخدمات المالية,2020,96.6,safi,2017
Autres services,خدمات أخرى,2021,103.4,safi,2017
Autres services,خدمات أخرى,2020,103.4,safi,2017
Autres services,خدمات أخرى,2019,103.2,safi,2017
Indice général,الرقم الإستدلالي العام,2020,104.8,safi,2017
Indice général,الرقم الإستدلالي العام,2018,102.8,safi,2017
Variation (en %),نسبة التغـيـر (%),2021,1.6,safi,2017
Variation (en %),نسبة التغـيـر (%),2018,2.8,safi,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2016,104.3,oujda,2006
Enseignement supérieur,التعليم العالي,2017,142.6,fes,2006
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,117.0,al_hoceima,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2017,122.8,marrakech,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2017,123.4,meknes,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2017,116.5,meknes,2006
Services hospitaliers,الخدمات الإستشفائية,2017,100.0,marrakech,2006
Services récréatifs et culturels,خدمات الترفيه والثقافة,2016,102.3,casablanca,2006
Services d'hébergement,خدمات الإيواء,2018,112.3,rabat,2006
Services postaux,خدمات بريدية,2016,128.9,meknes,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,117.6,marrakech,2006
Santé,الصحة,2016,101.5,agadir,2006
Services de transport,خدمات النقل,2017,135.8,casablanca,2006
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,114.4,kenitra,2006
Soins corporels,العناية بالجسد,2018,142.1,beni_mellal,2006
Tabac,التبغ,2016,122.6,safi,2006
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2016,114.7,al_hoceima,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2016,102.5,casablanca,2006
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2017,114.0,kenitra,2006
Communications,المواصلات,2018,58.3,settat,2006
Enseignement secondaire,التعليم الثانوي,2017,137.6,meknes,2006
Appareils ménagers,الأجهزة المنزلية,2017,95.5,settat,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2020,100.5,al_hoceima,2017
Achat de véhicules,شراء العربات,2018,100.9,agadir,2006
Restaurants et hôtels,مطاعم وفنادق,2017,139.0,tetouan,2006
Produits alimentaires,المواد الغذائية,2018,126.9,safi,2006
Services de restauration,خدمات المطاعم,2016,123.3,tanger,2006
Services de restauration,خدمات المطاعم,2017,140.5,beni_mellal,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2017,116.4,tetouan,2006
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2017,49.7,oujda,2006
Services postaux,خدمات بريدية,2016,134.4,settat,2006
Autres services,خدمات أخرى,2016,100.0,casablanca,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2017,131.7,agadir,2006
Loisirs et culture,الترفيه والثقافة,2016,93.8,tetouan,2006
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2016,115.8,dakhla,2006
services de restauration,خدمات المطاعم,2017,117.0,marrakech,2006
Boissons alcoolisées,المشروبات الكحولية,2021,101.9,kenitra,2017
Services hospitaliers,الخدمات الإستشفائية,2021,100.0,oujda,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2019,106.6,meknes,2017
Variation (en %),نسبة التغـيـر (%),2021,1.4,meknes,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2016,101.8,safi,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2021,105.4,guelmim,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2019,115.2,kenitra,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2017,116.0,meknes,2006
Loyers effectifs,الكراء الفعلي,2017,107.4,guelmim,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2017,123.4,dakhla,2006
Services postaux,خدمات بريدية,2016,133.3,beni_mellal,2006
Articles d'habillement,الملابس,2017,103.8,tanger,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2018,118.1,rabat,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2016,100.0,settat,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2018,138.7,al_hoceima,2006
Produits alimentaires,المواد الغذائية,2017,129.4,meknes,2006
Communications,المواصلات,2017,69.2,guelmim,2006
Loisirs et culture,الترفيه والثقافة,2017,101.9,kenitra,2006
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2018,105.2,casablanca,2017
Services ambulatoires,الخدمات الإسعافية,2016,115.4,guelmim,2006
Services financiers,الخدمات المالية,2018,100.0,oujda,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2021,102.2,meknes,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2020,110.4,meknes,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2020,108.7,fes,2017
Services d'hébergement,خدمات الإيواء,2021,114.2,al_hoceima,2017
Achat de véhicules,شراء العربات,2021,102.3,meknes,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2018,99.0,meknes,2017
Services hospitaliers,الخدمات الإستشفائية,2019,100.4,agadir,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2019,100.0,guelmim,2017
Articles d'habillement et chaussures,الملابس والأحذية,2019,103.6,kenitra,2017
Chaussures,الأحذية,2016,131.8,casablanca,2006
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2018,93.7,kenitra,2006
Loisirs et culture,الترفيه والثقافة,2017,106.4,marrakech,2006
Services postaux,خدمات بريدية,2017,133.4,kenitra,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2021,100.7,oujda,2017
Services ambulatoires,الخدمات الإسعافية,2021,99.2,oujda,2017
Autres services,خدمات أخرى,2018,120.6,fes,2006
Services hospitaliers,الخدمات الإستشفائية,2018,100.6,dakhla,2006
Communications,المواصلات,2016,57.6,fes,2006
Articles d'habillement,الملابس,2017,125.6,al_hoceima,2006
Forfaits touristiques,الواجبات السياحية الجزافية,2016,124.6,meknes,2006
Services postaux,خدمات بريدية,2021,100.0,oujda,2017
Restaurants et hôtels,مطاعم وفنادق,2017,136.7,casablanca,2006
Restaurants et hôtels,مطاعم وفنادق,2016,116.3,marrakech,2006
Services de restauration,خدمات المطاعم,2018,160.7,kenitra,2006
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2017,136.7,kenitra,2006
Chaussures,الأحذية,2018,104.6,tetouan,2006
Assurance,التأمين,2018,99.3,errachidia,2017
Assurance,التأمين,2018,100.2,settat,2006
Services de transport,خدمات النقل,2021,126.5,casablanca,2017
Communications,المواصلات,2018,101.1,casablanca,2017
Tabac,التبغ,2019,121.1,kenitra,2017
Articles d'habillement et chaussures,الملابس والأحذية,2017,126.1,casablanca,2006
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2019,106.3,al_hoceima,2017
Enseignement secondaire,التعليم الثانوي,2016,153.0,kenitra,2006
Variation (en %),نسبة التغـيـر (%),2016,1.7,marrakech,2006
Enseignement supérieur,التعليم العالي,2017,100.0,safi,2006
Achat de véhicules,شراء العربات,2017,112.9,dakhla,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2019,102.0,marrakech,2017
Loyers effectifs,الكراء الفعلي,2018,116.1,meknes,2006
Soins corporels,العناية بالجسد,2018,143.6,kenitra,2006
Indice général,الرقم الإستدلالي العام,2017,116.5,kenitra,2006
Santé,الصحة,2018,102.1,meknes,2006
Loyers effectifs,الكراء الفعلي,2017,113.6,marrakech,2006
Services postaux,خدمات بريدية,2018,100.0,agadir,2017
Appareils ménagers,الأجهزة المنزلية,2018,101.6,marrakech,2006
Boissons alcoolisées,المشروبات الكحولية,2018,101.1,kenitra,2017
Enseignement secondaire,التعليم الثانوي,2018,153.0,kenitra,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2018,73.2,dakhla,2006
Variation (en %),نسبة التغـيـر (%),2017,1.0,fes,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2021,104.1,kenitra,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2020,100.0,beni_mellal,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2016,123.0,tetouan,2006
Autres services,خدمات أخرى,2018,121.4,marrakech,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2017,103.0,guelmim,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2017,100.4,safi,2006
Services hospitaliers,الخدمات الإستشفائية,2020,100.0,kenitra,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2016,122.5,tetouan,2006
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2021,100.0,errachidia,2017
Chaussures,الأحذية,2017,117.7,oujda,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2017,108.2,beni_mellal,2006
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2016,112.7,beni_mellal,2006
Enseignement supérieur,التعليم العالي,2019,109.1,agadir,2017
Produits alimentaires,المواد الغذائية,2018,102.0,al_hoceima,2017
Restaurants et hôtels,مطاعم وفنادق,2016,112.9,rabat,2006
Assurance,التأمين,2018,101.2,tetouan,2006
Boissons alcoolisées,المشروبات الكحولية,2018,133.6,oujda,2006
Services d'hébergement,خدمات الإيواء,2018,138.9,kenitra,2006
Communications,المواصلات,2017,60.6,tanger,2006
Autres services,خدمات أخرى,2017,100.0,guelmim,2006
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2016,113.7,tetouan,2006
Communications,المواصلات,2018,61.5,rabat,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2021,100.2,errachidia,2017
Loisirs et culture,الترفيه والثقافة,2018,98.3,al_hoceima,2017
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2017,106.1,guelmim,2006
Achat de véhicules,شراء العربات,2019,95.9,casablanca,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,118.3,fes,2006
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2020,102.3,al_hoceima,2017
Indice général,الرقم الإستدلالي العام,2017,116.1,oujda,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2016,150.6,tetouan,2006
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2017,203.8,meknes,2006
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2017,117.7,dakhla,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2016,102.8,guelmim,2006
Boissons alcoolisées,المشروبات الكحولية,2017,227.4,rabat,2006
Soins corporels,العناية بالجسد,2018,115.9,agadir,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2017,116.5,tanger,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2016,122.9,al_hoceima,2006
Boissons alcoolisées,المشروبات الكحولية,2018,135.6,casablanca,2006
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2016,125.1,rabat,2006
Services ambulatoires,الخدمات الإسعافية,2016,112.7,rabat,2006
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2017,89.3,beni_mellal,2006
Articles d'habillement,الملابس,2016,100.4,rabat,2006
Services ambulatoires,الخدمات الإسعافية,2016,136.8,al_hoceima,2006
Boissons alcoolisées,المشروبات الكحولية,2018,127.9,kenitra,2006
Services d'hébergement,خدمات الإيواء,2016,116.7,agadir,2006
Communications,المواصلات,2018,70.5,dakhla,2006
Appareils ménagers,الأجهزة المنزلية,2018,102.2,guelmim,2006
Services postaux,خدمات بريدية,2018,124.7,tanger,2006
Articles d'habillement,الملابس,2019,102.1,guelmim,2017
Variation (en %),نسبة التغـيـر (%),2018,2.0,guelmim,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2019,101.1,fes,2017
Articles d'habillement,الملابس,2019,101.5,errachidia,2017
Services d'hébergement,خدمات الإيواء,2018,145.2,settat,2006
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2016,77.1,agadir,2006
Santé,الصحة,2016,104.3,fes,2006
Services ambulatoires,الخدمات الإسعافية,2020,100.0,guelmim,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2020,101.5,guelmim,2017
Tabac,التبغ,2021,126.5,fes,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2019,99.6,fes,2017
Services hospitaliers,الخدمات الإستشفائية,2019,100.0,fes,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2021,100.3,fes,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2021,92.3,fes,2017
Enseignement,التعليم,2021,115.2,fes,2017
Services de restauration,خدمات المطاعم,2018,139.4,casablanca,2006
Services de transport,خدمات النقل,2016,114.6,settat,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2021,102.9,dakhla,2017
Services de transport,خدمات النقل,2019,108.2,casablanca,2017
Services postaux,خدمات بريدية,2021,100.0,al_hoceima,2017
Produits alimentaires,المواد الغذائية,2018,129.2,meknes,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2019,100.2,guelmim,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2018,133.8,rabat,2006
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2020,116.7,agadir,2017
Santé,الصحة,2017,102.5,guelmim,2006
Santé,الصحة,2019,102.2,errachidia,2017
Biens et services divers,مواد وخدمات اخرى,2018,101.1,dakhla,2017
Autres services,خدمات أخرى,2021,105.9,dakhla,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2019,99.8,casablanca,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2021,100.5,casablanca,2017
Restaurants et hôtels,مطاعم وفنادق,2020,103.9,casablanca,2017
Appareils ménagers,الأجهزة المنزلية,2020,100.0,beni_mellal,2017
Santé,الصحة,2021,100.7,agadir,2017
Santé,الصحة,2018,98.5,beni_mellal,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2018,104.0,rabat,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2016,116.5,meknes,2006
